Account,LEI,MemberID,Member Mnemonic,Firmcode,Market Source,Settles In,Settlement Code,Settlement Type,Settlement Provider,Market Making,TradingNotesMember
Radix Trading Europe B.V.,724500VH9JWY29MXNL28,RATUNL21,RTEB,417,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Ravenscroft (CI) Limited,213800K6VJ62SKV9VL48,CECIGGS1,RAVE,876,Order Book for Retail Bonds,CREST,9COAD,Self-Settlement,Ravenscroft (CI) Limited,False,
Ravenscroft (CI) Limited,213800K6VJ62SKV9VL48,CECIGGS1,RAVE,876,SETS Order Book,CREST,9COAD,Self-Settlement,Ravenscroft (CI) Limited,False,
Ravenscroft (CI) Limited,213800K6VJ62SKV9VL48,CECIGGS1,RAVE,876,Off Book trading,CREST,9COAD,Self-Settlement,Ravenscroft (CI) Limited,False,
Raymond James Financial International Limited,213800GH3F4OW1COOV72,RJFIGB21,RJFI,692,Off Book trading,DTCC,0725,Settlement-Agent,Raymond James & Associates,False,
Raymond James Financial International Limited,213800GH3F4OW1COOV72,RJFIGB21,RJFI,692,Off Book trading,Euroclear Bank,99134,Settlement-Agent,Raymond James & Associates,False,
Raymond James Financial International Limited,213800GH3F4OW1COOV72,RJFIGB21,RJFI,692,Off Book trading,CREST,BA03,Settlement-Agent,Raymond James & Associates,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,91932,Model-B,Pershing Securities Limited,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,Order Book for Retail Bonds,CREST,601,Model-B,Pershing Securities Limited,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,SETS Order Book,CREST,601,Model-B,Pershing Securities Limited,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,Off Book trading,DTCC,443,Model-B,Pershing Securities Limited,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Raymond James Investment Services Limited,213800YR9S9QWX3WF904,RJISGB21,RJIS,878,Off Book trading,Euroclear Bank,91932,Model-B,Pershing Securities Limited,False,
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,12490,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,International Order Book,Euroclear Bank,12490,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,SETS Order Book,CREST,388,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,Off Book trading,Euroclear Bank,12490,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,Off Book trading,CREST,1HQAQ,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,Off Book trading,CREST,388,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22,RBCE,388,Off Book trading,DTCC,5002,Self-Settlement,RBC Europe Limited,Yes,GEMM - IL GEMM - UK Domestic
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCGB22GED,RBCG,388,Off Book trading,CREST,4NKAV,Self-Settlement,RBC Europe Limited,False,
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCRBIM,RBIM,388,Off Book trading,CREST,11XHX,Settlement-Agent,Royal Bank of Canada (Channel Islands) Ltd,False,
RBC Europe Limited,TXDSU46SXBWIGJ8G8E98,ROYCRBIM,RBIM,388,Off Book trading,Euroclear Bank,27662,Settlement-Agent,Royal Bank of Canada (Channel Islands) Ltd,False,
Redburn (Europe) Limited,213800PKEJQZQXQCOJ04,RDBNGB21,RDBN,913,SETS Order Book,CREST,HFQAQ,Settlement-Agent,BNP Paribas SA,False,
Redburn (Europe) Limited,213800PKEJQZQXQCOJ04,RDBNGB21,RDBN,913,Off Book trading,Euroclear Bank,16735,Settlement-Agent,BNP Paribas SA,False,
Redburn (Europe) Limited,213800PKEJQZQXQCOJ04,RDBNGB21,RDBN,913,Off Book trading,CREST,HFQAQ,Settlement-Agent,BNP Paribas SA,False,
Redmayne-Bentley LLP,213800S3IRIPK1R3JQ58,REDBGB21,REDM,612,Off Book trading,Euroclear Bank,16788,Self-Settlement,Redmayne-Bentley LLP,False,
Redmayne-Bentley LLP,213800S3IRIPK1R3JQ58,REDBGB21,REDM,612,Off Book trading,CREST,612,Self-Settlement,Redmayne-Bentley LLP,False,
Redmayne-Bentley LLP,213800S3IRIPK1R3JQ58,REDBGB21,REDM,612,Off Book trading,DTCC,901,Self-Settlement,Redmayne-Bentley LLP,False,
Renaissance Capital Limited,213800RZ3GCUXMBGYN59,RECAGB2L,RENC,559,Off Book trading,Euroclear Bank,47761,Settlement-Agent,Euroclear Bank,False,
Renaissance Capital Limited,213800RZ3GCUXMBGYN59,RECAGB2L,RENC,559,Off Book trading,CREST,56XKK,Settlement-Agent,Euroclear Bank,False,
Renaissance Capital Limited,213800RZ3GCUXMBGYN59,RECAGB2L,RENC,559,Off Book trading,DTCC,902,Settlement-Agent,Euroclear Bank,False,
Renaissance Capital Limited,213800RZ3GCUXMBGYN59,RECAGBMM,RENA,559,Off Book trading,CREST,56XKK,Settlement-Agent,Euroclear Bank,False,UK Securities
R.J. O'Brien Limited,549300OHLZ0RR2TSKH90,KYGRGB21,KYGR,164,Off Book trading,CREST,EFUAA,Settlement-Agent,Societe Generale International Limited,False,
Rowan Dartington & Co Limited,213800LW4J68M4B3GR20,ROWDGB21,DART,221,Off Book trading,CREST,221,Self-Settlement,Rowan Dartington & Co Limited,False,
Seven Investment Management LLP,213800Z67VYVM8EQ1C25,SENGGB21,SEVN,119,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Seven Investment Management LLP,213800Z67VYVM8EQ1C25,SENGGBOFF21,SEVO,119,Off Book trading,CREST,GKQAQ,Settlement-Agent,Pershing (Channel Islands) Limited,False,
Shard Capital Partners LLP,213800F19DFL9NQ7YL21,SCPPGB21,SCPP,626,Off Book trading,CREST,842,Model-B,Jarvis Investment Management Limited,False,
Shard Capital Partners LLP,213800F19DFL9NQ7YL21,SCPPGB2L001,SCPS,626,Off Book trading,CREST,0PMAY,Settlement-Agent,SIX SIS AG,False,
Shard Capital Partners LLP,213800F19DFL9NQ7YL21,SCPPGB2L001,SCPS,626,Off Book trading,DTCC,908,Settlement-Agent,SIX SIS AG,False,
Shard Capital Partners LLP,213800F19DFL9NQ7YL21,SCPPGB2L002,SCPA,626,Off Book trading,CREST,BH01,Settlement-Agent,ABN AMRO CLEARING BANK N.V.,False,
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB21,SCAP,589,Order Book for Retail Bonds,CREST,589,Settlement-Agent,Pershing Securities Limited,Yes,Market Maker - ORB - UK Securities
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB21,SCAP,589,SETS Order Book,CREST,589,Settlement-Agent,Pershing Securities Limited,Yes,Market Maker - ORB - UK Securities
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB21,SCAP,589,Off Book trading,CREST,589,Settlement-Agent,Pershing Securities Limited,Yes,Market Maker - ORB - UK Securities
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB2L,SHOR,589,SETS Order Book,CREST,601,Model-B,Pershing Securities Limited,False,
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB2L,SHOR,589,Off Book trading,DTCC,443,Model-B,Pershing Securities Limited,False,
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB2L,SHOR,589,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Shore Capital Stockbrokers Limited,2138009KZO3MK7TV6372,SHOCGB2L,SHOR,589,Off Book trading,Euroclear Bank,91932,Model-B,Pershing Securities Limited,False,
SI Capital Ltd,213800SVXQT2O99EX376,SICDGB22,SICD,708,Off Book trading,Euroclear Bank,47711,Settlement-Agent,Global Prime Partners Ltd,False,
SI Capital Ltd,213800SVXQT2O99EX376,SICDGB22,SICD,708,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,77252,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Order Book for Retail Bonds,CREST,ATMAY,Self-Settlement,Nplus1 Singer Capital Markets Limited,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,SETS Order Book,CREST,ATMAY,Self-Settlement,Nplus1 Singer Capital Markets Limited,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Off Book trading,DTCC,2787,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Off Book trading,Euroclear Bank,77252,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Off Book trading,CREST,842,Settlement-Agent,Jarvis Investment Management Limited,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Off Book trading,CREST,ATMAY,Self-Settlement,Singer Capital Markets Securities Limited,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB21,SING,46,Off Book trading,CREST,NNQAN,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB22,SIFI,46,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,77252,Settlement-Agent,BNP Paribas SA,Yes,
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB22,SIFI,46,Order Book for Retail Bonds,CREST,NNQAN,Settlement-Agent,BNP Paribas SA,Yes,
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB22,SIFI,46,SETS Order Book,CREST,NNQAN,Settlement-Agent,BNP Paribas SA,Yes,
Singer Capital Markets Securities Limited,213800ITO7QMNQ9SFG53,SNGRGB22,SIFI,46,Off Book trading,CREST,NNQAN,Settlement-Agent,BNP Paribas SA,Yes,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,74696,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,International Order Book,Euroclear Bank,74696,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,SETS Order Book,CREST,2CUAG,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,Off Book trading,CREST,2CUAG,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,Off Book trading,DTCC,5242,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2L,SGSL,725,Off Book trading,Euroclear Bank,74696,Self-Settlement,Societe Generale,False,
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,41066,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,International Order Book,Euroclear Bank,41066,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,SETS Order Book,CREST,EQUAA,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,Off Book trading,Euroclear Bank,41066,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,Off Book trading,DTCC,5242,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,Off Book trading,Euroclear Bank,91436,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SGSTGB2LBIC,SGSE,716,Off Book trading,CREST,EQUAA,Self-Settlement,Societe Generale,Yes,Market Maker - UK Securities  Access to Order book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SOGEFRPPHCM,SGTL,840,International Order Book,Euroclear Bank,41066,Self-Settlement,Societe Generale,Yes,Access to Order Book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SOGEFRPPHCM,SGTL,840,SETS Order Book,CREST,EQUAA,Self-Settlement,Societe Generale,Yes,Access to Order Book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SOGEFRPPHCM,SGTL,840,Off Book trading,Euroclear Bank,41066,Settlement-Agent,Citibank N.A.,Yes,Access to Order Book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SOGEFRPPHCM,SGTL,840,Off Book trading,CREST,EQUAA,Settlement-Agent,Citibank N.A.,Yes,Access to Order Book for Fixed Income Securities
Societe Generale,O2RNE8IBXP4R0TD8PU41,SOGEFRPPHCM,SGTL,840,Off Book trading,CREST,IDMAY,Settlement-Agent,Citibank N.A.,Yes,Access to Order Book for Fixed Income Securities
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,FIMAGBKA,FIMA,248,SETS Order Book,CREST,4LQAQ,Settlement-Agent,BNP Paribas SA,False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,FIMAGBKA,FIMA,248,Off Book trading,DTCC,2164,Settlement-Agent,"Joh. Berenberg, Gossler & Co. KG",False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,FIMAGBKA,FIMA,248,Off Book trading,Euroclear Bank,24747,Settlement-Agent,"Joh. Berenberg, Gossler & Co. KG",False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,FIMAGBKA,FIMA,248,Off Book trading,Euroclear Bank,24747,Self-Settlement,Societe Generale International Limited,False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,NEWEDGE1,NEWA,248,SETS Order Book,CREST,4LQAQ,Settlement-Agent,BNP Paribas SA,False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,NEWEDGE1,NEWA,248,Off Book trading,CREST,4LQAQ,Settlement-Agent,BNP Paribas SA,False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,NEWEDGE2,NEWB,248,SETS Order Book,CREST,4LQAQ,Settlement-Agent,BNP Paribas SA,False,
Societe Generale International Limited,0IKLU6X1B10WK7X42C15,NEWEDGE2,NEWB,248,Off Book trading,CREST,4LQAQ,Settlement-Agent,BNP Paribas SA,False,
S P Angel Corporate Finance LLP,2138009SLAM48YVX9X83,ACELGB21,ACEL,301,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
SSW-Trading GmbH,52990022Z6AVYLH8IO31,SMMGDE81,SMMG,153,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
SSW-Trading GmbH,52990022Z6AVYLH8IO31,SMMGDE81,SMMG,153,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
SSW-Trading GmbH,52990022Z6AVYLH8IO31,SMMGDE81,SMMG,153,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
SSW-Trading GmbH,52990022Z6AVYLH8IO31,SMMGDE81,SMMG,153,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
SSW-Trading GmbH,52990022Z6AVYLH8IO31,SMMGDE81,SMMG,153,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,KEBWGB21,KBWL,6,SETS Order Book,CREST,3NUAA,Settlement-Agent,BNP Paribas SA,Yes,Trading as Keefe Bruyette & Woods
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,KEBWGB21,KBWL,6,Off Book trading,Euroclear Bank,29160,Settlement-Agent,BNP Paribas SA,Yes,Trading as Keefe Bruyette & Woods
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,KEBWGB21,KBWL,6,Off Book trading,CREST,3NUAA,Settlement-Agent,BNP Paribas SA,Yes,Trading as Keefe Bruyette & Woods
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21,STFC,6,Off Book trading,Euroclear Bank,78770,Settlement-Agent,BNP Paribas SA,False,
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21,STFC,6,Off Book trading,CREST,GFQAQ,Settlement-Agent,BNP Paribas SA,False,
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21STF,STFL,6,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,29160,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21STF,STFL,6,International Order Book,Euroclear Bank,29160,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21STF,STFL,6,SETS Order Book,CREST,3NUAA,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21STF,STFL,6,Off Book trading,Euroclear Bank,29160,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
Stifel Nicolaus Europe Limited,213800BVEFNZ8UYPKL03,STNOGB21STF,STFL,6,Off Book trading,CREST,3NUAA,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK Securities
StoneX Financial Ltd,549300AWF3TOHRYL7754,IGLUGB2LXXX,SNEX,613,Off Book trading,DTCC,02787,Settlement-Agent,BNP Paribas SA,False,
StoneX Financial Ltd,549300AWF3TOHRYL7754,IGLUGB2LXXX,SNEX,613,Off Book trading,Euroclear Bank,49671,Settlement-Agent,BNP Paribas SA,False,
StoneX Financial Ltd,549300AWF3TOHRYL7754,IGLUGB2LXXX,SNEX,613,Off Book trading,CREST,EPQAN,Settlement-Agent,BNP Paribas SA,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,International Order Book,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,SETS Order Book,CREST,916,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,DTCC,161,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,CREST,916,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21,SISS,916,Off Book trading,CREST,LFQAQ,Settlement-Agent,Citibank N.A.,Yes,Market Maker - UK Securities
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GSB,SISG,916,SETS Order Book,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GSB,SISG,916,Off Book trading,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GSB,SISG,916,Off Book trading,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GUK,SISK,916,International Order Book,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GUK,SISK,916,SETS Order Book,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GUK,SISK,916,Off Book trading,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21GUK,SISK,916,Off Book trading,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,False,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,International Order Book,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,SETS Order Book,CREST,916,Settlement-Agent,Merrill Lynch International,Yes,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,Off Book trading,DTCC,161,Settlement-Agent,Merrill Lynch International,Yes,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,Off Book trading,CREST,916,Settlement-Agent,Merrill Lynch International,Yes,
Susquehanna International Securities Limited,635400IAV22ZOU1NFS89,SISSIE21UKB,SISU,916,Off Book trading,Euroclear Bank,96898,Settlement-Agent,Merrill Lynch International,Yes,
TD Execution Services Limited,213800SS94VGJTFLIG64,CVGXGB21,COWN,473,Off Book trading,CREST,FFQAQ,Settlement-Agent,BNP Paribas SA,False,
TFS Derivatives Ltd,549300WXUYR1CMLDQF25,TFDEGB21,TFSD,700,Off Book trading,DTCC,2601,Settlement-Agent,Tradition London Clearing Limited,False,
TFS Derivatives Ltd,549300WXUYR1CMLDQF25,TFDEGB21,TFSD,700,Off Book trading,Euroclear Bank,27565,Settlement-Agent,Tradition London Clearing Limited,False,
TFS Derivatives Ltd,549300WXUYR1CMLDQF25,TFDEGB21,TFSD,700,Off Book trading,Euroclear Bank,97099,Settlement-Agent,Tradition London Clearing Limited,False,
TFS Derivatives Ltd,549300WXUYR1CMLDQF25,TFDEGB21,TFSD,700,Off Book trading,CREST,DGQAQ,Settlement-Agent,Tradition London Clearing Limited,False,
The Seaport Group Europe LLP,2138003MLD2U3GEMHS70,SGELGB21,SGEL,944,International Order Book,Euroclear Bank,45808,Model-B,Pershing Securities Limited,False,
The Seaport Group Europe LLP,2138003MLD2U3GEMHS70,SGELGB21,SGEL,944,SETS Order Book,CREST,601,Model-B,Pershing Securities Limited,False,
The Seaport Group Europe LLP,2138003MLD2U3GEMHS70,SGELGB21,SGEL,944,Off Book trading,Euroclear Bank,45808,Model-B,Pershing Securities Limited,False,
The Seaport Group Europe LLP,2138003MLD2U3GEMHS70,SGELGB21,SGEL,944,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
The Toronto-Dominion Bank (London Branch),PT3QB789TSUIDF371261,TDOMGB31CAR,TDOB,894,Off Book trading,CREST,9RMAY,Self-Settlement,The Toronto-Dominion Bank (London Branch),False,GEMM - IL GEMM
Third Platform Services Limited,2138006FDWVEHMYAYK28,THPEGB21,THPE,199,Off Book trading,CREST,0EUAG,Self-Settlement,Third Platform Services Limited,False,
Thomas Grant & Company Ltd,213800AB46IBMI36YY02,THOGGB21,TGCL,789,Off Book trading,CREST,789,Self-Settlement,Thomas Grant & Company Ltd,False,
Thomas Grant & Company Ltd,213800AB46IBMI36YY02,THOGGB21PRN,TGCP,789,Off Book trading,CREST,IRUAA,Self-Settlement,Thomas Grant & Company Ltd,False,
Titan Private Wealth Limited,213800SMQKWRJHU9X118,CATKGB21,CDSB,374,Off Book trading,CREST,NNKAV,Self-Settlement,Cardale Asset Management Limited,False,
Tourmaline Europe LLP,213800MWJ1TXNQIF5J22,TOELGB21,TOEL,460,Off Book trading,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Tourmaline Europe LLP,213800MWJ1TXNQIF5J22,TOELGB21,TOEL,460,Off Book trading,Euroclear Bank,94589,Settlement-Agent,Goldman Sachs International,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,SPIRE001,SPIR,264,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,SPIRE001,SPIR,264,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,SPIRGB21,TOWR,264,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,SPIRGB21,TOWR,264,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
